"","URN","Provider type","Ofsted Region","Government Office Region","Local authority","Sector","Places","Date","leave_join"
"1256","1263201","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Rotherham","Private",4,2017-09-04,"Join"
"1257","1263248","Children's home","North West","North West","St Helens","Private",3,2018-01-22,"Join"
"1258","1263270","Children's home","South West","South West","Cornwall","Private",3,2017-08-18,"Join"
"1259","1263329","Children's home","West Midlands","West Midlands","Staffordshire","Private",1,2017-09-13,"Join"
"1260","1263505","Children's home","East Midlands","East Midlands","Leicestershire","Private",4,2017-10-31,"Join"
"1261","1263571","Children's home","South West","South West","Gloucestershire","Private",5,2017-10-17,"Join"
"1262","1263623","Children's home","South West","South West","North Somerset","Private",3,2017-12-18,"Join"
"1263","1263625","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","York","Local Authority",1,2017-10-24,"Join"
"1264","1263673","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Calderdale","Private",3,2017-09-18,"Join"
"1265","1263766","Children's home","North West","North West","Tameside","Local Authority",4,2017-10-23,"Join"
"1266","1263768","Children's home","North West","North West","Tameside","Local Authority",3,2017-10-23,"Join"
"1267","1263773","Children's home","East Midlands","East Midlands","Leicestershire","Private",4,2017-12-01,"Join"
"1268","1263776","Children's home","East of England","East of England","Norfolk","Private",2,2017-09-04,"Join"
"1269","1263837","Children's home","East Midlands","East Midlands","Derby","Private",3,2017-10-04,"Join"
"1270","1263977","Children's home","West Midlands","West Midlands","Walsall","Private",8,2017-12-06,"Join"
"1271","1264016","Children's home","London","London","Waltham Forest","Private",6,2017-09-07,"Join"
"1272","1264048","Children's home","London","London","Brent","Private",4,2017-09-12,"Join"
"1273","1264282","Children's home","South East","South East","Hampshire","Private",2,2017-10-31,"Join"
"1274","1264286","Children's home","East of England","East of England","Bedford","Private",4,2017-11-30,"Join"
"1275","1264438","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Doncaster","Private",4,2017-12-13,"Join"
"1276","1264537","Children's home","North West","North West","Wigan","Private",5,2017-11-29,"Join"
"1277","1264538","Children's home","North West","North West","Lancashire","Private",3,2017-10-17,"Join"
"1278","1264696","Children's home","North West","North West","Oldham","Private",2,2018-01-12,"Join"
"1279","1264756","Children's home","South West","South West","Devon","Private",2,2017-10-21,"Join"
"1280","1264840","Children's home","West Midlands","West Midlands","Coventry","Private",3,2017-12-04,"Join"
"1281","1264841","Children's home","London","London","Bexley","Voluntary",10,2017-12-18,"Join"
"1282","1265092","Children's home","North West","North West","Bolton","Private",7,2018-01-03,"Join"
"1283","1265128","Children's home","North West","North West","Lancashire","Private",2,2017-11-14,"Join"
"1284","1266835","Children's home","South West","South West","Bath and North East Somerset","Voluntary",5,2017-10-25,"Join"
"1285","1266838","Children's home","North West","North West","Westmorland and Furness","Private",3,2017-11-22,"Join"
"1286","1267413","Children's home","East of England","East of England","Essex","Private",5,2017-11-07,"Join"
"1287","1267537","Children's home","East Midlands","East Midlands","Derbyshire","Private",3,2017-12-11,"Join"
"1288","1267650","Children's home","North East, Yorkshire and the Humber","North East","Northumberland","Private",3,2018-01-08,"Join"
"1289","1268051","Children's home","East of England","East of England","Essex","Private",7,2017-12-13,"Join"
"1290","1268334","Children's home","North East, Yorkshire and the Humber","North East","South Tyneside","Local Authority",4,2017-10-11,"Join"
"1291","1268518","Children's home","South West","South West","Plymouth","Private",2,2017-11-30,"Join"
"1292","1268530","Children's home","East Midlands","East Midlands","West Northamptonshire","Private",3,2017-12-06,"Join"
"1293","1268757","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Doncaster","Voluntary",1,2017-11-13,"Join"
"1294","1269072","Children's home","West Midlands","West Midlands","Worcestershire","Private",3,2018-01-05,"Join"
"1295","1269215","Children's home","North West","North West","Westmorland and Furness","Private",3,2018-02-02,"Join"
"1296","1269421","Children's home","East Midlands","East Midlands","Derbyshire","Private",3,2018-01-23,"Join"
"1297","1269505","Children's home","East of England","East of England","Central Bedfordshire","Private",4,2018-02-20,"Join"
"1298","1269565","Children's home","London","London","Hammersmith and Fulham","Voluntary",4,2018-01-24,"Join"
"1299","1269966","Children's home","London","London","Barking and Dagenham","Private",5,2018-02-16,"Join"
"1300","1270297","Children's home","North West","North West","Bury","Private",3,2017-11-24,"Join"
"1301","1270301","Children's home","North West","North West","Lancashire","Private",3,2018-02-08,"Join"
"1302","1270393","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Rotherham","Private",3,2018-03-10,"Join"
"1303","1270501","Children's home","North West","North West","St Helens","Private",5,2018-03-23,"Join"
"1304","1270503","Children's home","East Midlands","East Midlands","Lincolnshire","Private",20,2018-02-27,"Join"
"1305","1270744","Children's home","South East","South East","East Sussex","Private",4,2018-02-22,"Join"
"1306","1270767","Children's home","East Midlands","East Midlands","Nottinghamshire","Private",4,2018-02-16,"Join"
"1307","1270802","Children's home","North West","North West","Lancashire","Private",3,2018-01-22,"Join"
"1308","1271135","Children's home","North West","North West","Stockport","Local Authority",2,2018-02-15,"Join"
"1309","1271222","Children's home","North West","North West","Lancashire","Private",5,2018-01-25,"Join"
"1310","1271375","Children's home","North West","North West","Lancashire","Private",3,2018-03-12,"Join"
"1311","1271467","Children's home","South West","South West","Devon","Private",3,2018-03-14,"Join"
"1312","1271666","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Bradford","Local Authority",4,2018-03-26,"Join"
"1313","1271979","Children's home","East of England","East of England","Norfolk","Private",3,2018-03-26,"Join"
"1314","1272075","Children's home","South West","South West","South Gloucestershire","Private",4,2018-03-16,"Join"
"1315","1272379","Children's home","South East","South East","Hampshire","Voluntary",5,2018-01-26,"Join"
"1316","1272461","Children's home","London","London","Haringey","Private",4,2018-02-17,"Join"
"1317","1273485","Children's home","West Midlands","West Midlands","Birmingham","Voluntary",7,2018-03-21,"Join"
"1318","1273497","Children's home","West Midlands","West Midlands","Birmingham","Voluntary",3,2018-03-20,"Join"
"1319","1273658","Children's home","West Midlands","West Midlands","Birmingham","Voluntary",16,2018-03-20,"Join"
"1320","1273663","Children's home","West Midlands","West Midlands","Birmingham","Voluntary",12,2018-03-20,"Join"
"1321","1241564","Children's home","London","London","Bexley","Private",10,2017-05-19,"Join"
"1322","1249118","Children's home","West Midlands","West Midlands","Staffordshire","Private",1,2017-08-11,"Join"
"1323","1256365","Children's home","North West","North West","Cheshire East","Private",4,2017-06-23,"Join"
"1324","1252757","Children's home","South East","South East","Surrey","Health Authority",5,2017-10-09,"Join"
"1325","1256408","Children's home","North East, Yorkshire and The Humber","Yorkshire and The Humber","Kirklees","Private",1,2017-06-11,"Join"
"1326","1179497","Children's home","North West","North West","Blackburn with Darwen","Private",1,2017-11-30,"Leave"
"1327","1183070","Children's home","East Midlands","East Midlands","Derby","Private",5,2017-05-24,"Leave"
"1328","1185533","Children's home","East Midlands","East Midlands","Nottinghamshire","Private",5,2017-05-24,"Leave"
"1329","1185539","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Calderdale","Private",1,2017-07-21,"Leave"
"1330","1220818","Children's home","West Midlands","West Midlands","Staffordshire","Private",5,2017-05-24,"Leave"
"1331","1228921","Children's home","North West","North West","Lancashire","Private",5,2017-05-15,"Leave"
"1332","1230940","Children's home","East Midlands","East Midlands","North Northamptonshire","Private",5,2017-05-24,"Leave"
"1333","1233003","Children's home","South West","South West","Dorset","Private",2,2017-08-19,"Leave"
"1334","1234626","Children's home","South West","South West","Wiltshire","Private",2,2017-12-15,"Leave"
"1335","1235263","Children's home","East Midlands","East Midlands","North Northamptonshire","Private",5,2017-05-24,"Leave"
"1336","1237583","Children's home","West Midlands","West Midlands","Staffordshire","Private",3,2018-02-08,"Leave"
"1337","1241843","Children's home","East Midlands","East Midlands","Nottingham","Private",5,2017-05-24,"Leave"
"1338","1244082","Children's home","East Midlands","East Midlands","Lincolnshire","Private",13,2018-03-26,"Leave"
"1339","1244245","Children's home","West Midlands","West Midlands","Herefordshire","Health Authority",15,2017-06-01,"Leave"
"1340","1244835","Children's home","London","London","Southwark","Local Authority",6,2017-09-18,"Leave"
"1341","1245002","Children's home","South West","South West","South Gloucestershire","Private",4,2017-10-19,"Leave"
"1342","1250256","Children's home","East Midlands","East Midlands","Nottingham","Private",5,2017-05-24,"Leave"
"1343","SC011976","Children's home","South East","South East","Hampshire","Voluntary",4,2017-08-02,"Leave"
"1344","SC012939","Residential special school (registered as a children's home)","East Midlands","East Midlands","West Northamptonshire","Voluntary",24,2017-08-31,"Leave"
"1345","SC014234","Children's home","South East","South East","Brighton and Hove","Private",7,2017-06-16,"Leave"
"1346","SC016732","Children's home","West Midlands","West Midlands","Birmingham","Voluntary",12,2017-04-03,"Leave"
"1347","SC022445","Children's home","North West","North West","St Helens","Private",1,2017-09-11,"Leave"
"1348","SC022729","Children's home","London","London","Lambeth","Private",3,2017-10-25,"Leave"
"1349","SC022775","Children's home","London","London","Lambeth","Private",6,2017-10-25,"Leave"
"1350","SC022779","Children's home","London","London","Lambeth","Private",3,2017-10-25,"Leave"
"1351","SC024376","Children's home","East of England","East of England","Suffolk","Voluntary",6,2017-06-05,"Leave"
"1352","SC025871","Children's home","London","London","Croydon","Private",7,2017-12-31,"Leave"
"1353","SC027252","Children's home","London","London","Merton","Private",4,2017-10-25,"Leave"
"1354","SC027253","Children's home","London","London","Merton","Private",4,2017-10-25,"Leave"
"1355","SC027255","Children's home","London","London","Merton","Private",3,2017-10-25,"Leave"
"1356","SC031980","Children's home","South West","South West","Bournemouth, Christchurch & Poole","Local Authority",6,2017-09-01,"Leave"
"1357","SC032772","Children's home","North West","North West","Tameside","Local Authority",5,2017-12-06,"Leave"
"1358","SC033009","Children's home","South West","South West","Somerset","Private",2,2018-01-08,"Leave"
"1359","SC033289","Children's home","West Midlands","West Midlands","Coventry","Local Authority",8,2017-09-01,"Leave"
"1360","SC033441","Children's home","London","London","Kensington and Chelsea","Local Authority",7,2017-06-30,"Leave"
"1361","SC033486","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Bradford","Local Authority",6,2017-09-25,"Leave"
"1362","SC033662","Children's home","West Midlands","West Midlands","Birmingham","Local Authority",16,2018-03-21,"Leave"
"1363","SC034643","Children's home","West Midlands","West Midlands","Birmingham","Local Authority",7,2018-03-21,"Leave"
"1364","SC035107","Children's home","West Midlands","West Midlands","Birmingham","Local Authority",7,2018-03-21,"Leave"
"1365","SC036260","Children's home","East Midlands","East Midlands","Derbyshire","Local Authority",5,2018-02-26,"Leave"
"1366","SC036528","Residential special school (registered as a children's home)","South West","South West","Devon","Private",14,2017-09-29,"Leave"
"1367","SC037923","Children's home","South East","South East","Hampshire","Local Authority",6,2017-11-08,"Leave"
"1368","SC038117","Children's home","London","London","Redbridge","Voluntary",4,2018-03-16,"Leave"
"1369","SC038163","Children's home","London","London","Bexley","Voluntary",10,2017-06-12,"Leave"
"1370","SC038804","Children's home","West Midlands","West Midlands","Dudley","Local Authority",3,2018-02-22,"Leave"
"1371","SC039215","Children's home","South East","South East","Hampshire","Local Authority",6,2017-11-08,"Leave"
"1372","SC041114","Children's home","West Midlands","West Midlands","Walsall","Private",4,2017-04-18,"Leave"
"1373","SC041666","Residential special school (registered as a children's home)","East Midlands","East Midlands","Derbyshire","Private",6,2018-02-09,"Leave"
"1374","SC044058","Children's home","London","London","Newham","Local Authority",6,2017-07-10,"Leave"
"1375","SC044963","Children's home","East of England","East of England","Essex","Local Authority",16,2017-12-27,"Leave"
"1376","SC054030","Children's home","South West","South West","Bath and North East Somerset","Voluntary",5,2017-09-29,"Leave"
"1377","SC056054","Children's home","South East","South East","Hampshire","Voluntary",4,2018-03-01,"Leave"
"1378","SC061045","Children's home","South West","South West","Dorset","Local Authority",4,2017-10-02,"Leave"
"1379","SC063167","Children's home","West Midlands","West Midlands","Birmingham","Local Authority",5,2017-07-10,"Leave"
"1380","SC063197","Children's home","North West","North West","Rochdale","Private",1,2017-05-18,"Leave"
"1381","SC065617","Children's home","North West","North West","Rochdale","Private",1,2017-05-15,"Leave"
"1382","SC067238","Children's home","North West","North West","Stockport","Private",5,2017-06-30,"Leave"
"1383","SC068223","Children's home","North West","North West","Wigan","Private",3,2018-01-15,"Leave"
"1384","SC069221","Children's home","South East","South East","Kent","Private",5,2017-12-15,"Leave"
"1385","SC359808","Children's home","South West","South West","Wiltshire","Voluntary",5,2017-09-25,"Leave"
"1386","SC363228","Children's home","North West","North West","Liverpool","Private",2,2017-08-09,"Leave"
"1387","SC363350","Children's home","South West","South West","Somerset","Private",4,2017-12-31,"Leave"
"1388","SC363395","Children's home","South West","South West","Somerset","Private",3,2017-12-31,"Leave"
"1389","SC367737","Children's home","South West","South West","Bristol","Private",3,2018-03-15,"Leave"
"1390","SC368329","Children's home","North West","North West","Lancashire","Private",3,2017-09-28,"Leave"
"1391","SC376676","Children's home","East of England","East of England","Essex","Private",4,2018-02-18,"Leave"
"1392","SC382159","Children's home","London","London","Greenwich","Private",5,2017-07-31,"Leave"
"1393","SC382807","Children's home","North West","North West","Rochdale","Private",2,2017-06-14,"Leave"
"1394","SC384687","Children's home","South West","South West","Wiltshire","Voluntary",5,2017-09-13,"Leave"
"1395","SC395716","Children's home","London","London","Hounslow","Private",3,2017-12-14,"Leave"
"1396","SC397562","Children's home","East Midlands","East Midlands","West Northamptonshire","Private",5,2017-05-24,"Leave"
"1397","SC398315","Children's home","West Midlands","West Midlands","Herefordshire","Private",3,2017-04-24,"Leave"
"1398","SC398390","Children's home","West Midlands","West Midlands","Telford and Wrekin","Private",1,2017-06-01,"Leave"
"1399","SC398392","Children's home","West Midlands","West Midlands","Shropshire","Private",2,2017-06-13,"Leave"
"1400","SC400107","Children's home","North East, Yorkshire and the Humber","North East","Sunderland","Voluntary",4,2017-08-04,"Leave"
"1401","SC400212","Children's home","South West","South West","Somerset","Private",3,2017-08-20,"Leave"
"1402","SC401603","Residential special school (registered as a children's home)","North West","North West","Lancashire","Private",15,2017-09-25,"Leave"
"1403","SC403907","Children's home","East Midlands","East Midlands","West Northamptonshire","Private",5,2017-05-24,"Leave"
"1404","SC404119","Children's home","East Midlands","East Midlands","Nottinghamshire","Private",1,2017-09-01,"Leave"
"1405","SC405379","Children's home","East of England","East of England","Norfolk","Private",8,2017-08-23,"Leave"
"1406","SC408263","Children's home","East Midlands","East Midlands","West Northamptonshire","Private",5,2017-05-24,"Leave"
"1407","SC416733","Children's home","East of England","East of England","Norfolk","Voluntary",3,2017-06-21,"Leave"
"1408","SC420066","Children's home","North West","North West","Trafford","Private",8,2017-11-30,"Leave"
"1409","SC420587","Children's home","North East, Yorkshire and the Humber","North East","South Tyneside","Voluntary",4,2017-09-28,"Leave"
"1410","SC421995","Children's home","North East, Yorkshire and the Humber","North East","Darlington","Private",4,2017-10-31,"Leave"
"1411","SC429242","Children's home","East of England","East of England","Bedford","Private",5,2017-05-24,"Leave"
"1412","SC436551","Children's home","West Midlands","West Midlands","Staffordshire","Private",3,2018-03-12,"Leave"
"1413","SC443544","Children's home","East Midlands","East Midlands","Nottingham","Private",3,2017-05-26,"Leave"
"1414","SC443549","Children's home","East Midlands","East Midlands","Nottinghamshire","Private",3,2017-05-24,"Leave"
"1415","SC445174","Children's home","North West","North West","Cheshire East","Voluntary",4,2017-06-30,"Leave"
"1416","SC447742","Children's home","West Midlands","West Midlands","Birmingham","Private",3,2017-07-21,"Leave"
"1417","SC452385","Children's home","West Midlands","West Midlands","Stoke-on-Trent","Private",3,2017-08-08,"Leave"
"1418","SC454688","Children's home","North West","North West","Westmorland and Furness","Private",3,2018-03-31,"Leave"
"1419","SC456726","Children's home","South West","South West","Devon","Private",3,2018-02-18,"Leave"
"1420","SC458025","Children's home","West Midlands","West Midlands","Stoke-on-Trent","Local Authority",2,2017-06-16,"Leave"
"1421","SC459255","Children's home","East Midlands","East Midlands","Nottingham","Private",6,2017-05-24,"Leave"
"1422","SC460424","Children's home","London","London","Brent","Private",4,2017-09-12,"Leave"
"1423","SC461787","Children's home","North West","North West","Halton","Private",4,2017-04-27,"Leave"
"1424","SC464650","Children's home","North West","North West","Sefton","Private",2,2017-04-04,"Leave"
"1425","SC465925","Children's home","South East","South East","East Sussex","Private",6,2017-06-01,"Leave"
"1426","SC469411","Children's home","North West","North West","Bury","Private",4,2017-10-27,"Leave"
"1427","SC472275","Children's home","East Midlands","East Midlands","West Northamptonshire","Private",5,2017-05-24,"Leave"
"1428","SC474863","Children's home","South East","South East","Oxfordshire","Private",5,2017-05-26,"Leave"
"1429","SC476185","Residential special school (registered as a children's home)","East Midlands","East Midlands","Lincolnshire","Private",14,2017-05-18,"Leave"
"1430","SC476259","Children's home","West Midlands","West Midlands","Shropshire","Private",4,2017-12-08,"Leave"
"1431","SC476401","Children's home","West Midlands","West Midlands","Worcestershire","Private",5,2017-05-24,"Leave"
"1432","SC476748","Children's home","South East","South East","West Sussex","Private",4,2017-09-14,"Leave"
"1433","SC477121","Children's home","West Midlands","West Midlands","Worcestershire","Private",3,2018-01-06,"Leave"
"1434","SC477151","Children's home","London","London","Lewisham","Voluntary",5,2017-08-31,"Leave"
"1435","SC477191","Children's home","East of England","East of England","Central Bedfordshire","Private",4,2017-10-06,"Leave"
"1436","SC479070","Residential special school (registered as a children's home)","South East","South East","Oxfordshire","Private",45,2017-07-31,"Leave"
"1437","SC479645","Children's home","East of England","East of England","Suffolk","Private",6,2018-02-01,"Leave"
"1438","SC479664","Children's home","South East","South East","West Sussex","Private",3,2017-09-07,"Leave"
"1439","SC480236","Children's home","North West","North West","Lancashire","Private",6,2017-09-13,"Leave"
"1440","SC481294","Children's home","West Midlands","West Midlands","Staffordshire","Private",3,2017-04-01,"Leave"
"1441","SC481443","Children's home","East Midlands","East Midlands","Derby","Private",5,2017-07-31,"Leave"
"1442","SC482298","Residential special school (registered as a children's home)","West Midlands","West Midlands","Staffordshire","Private",21,2017-07-11,"Leave"
"1443","SC482413","Children's home","East of England","East of England","Cambridgeshire","Private",16,2017-05-31,"Leave"
"1444","SC483781","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Bradford","Voluntary",6,2017-04-07,"Leave"
"1445","SC485321","Children's home","East Midlands","East Midlands","Derbyshire","Private",5,2017-05-26,"Leave"
"1446","SC485331","Children's home","South West","South West","South Gloucestershire","Private",4,2017-10-13,"Leave"
"1447","SC485332","Children's home","North West","North West","Wigan","Private",2,2017-10-27,"Leave"
"1448","SC485604","Children's home","London","London","Hillingdon","Voluntary",12,2017-04-01,"Leave"
"1449","SC485907","Children's home","East of England","East of England","Norfolk","Private",1,2017-08-10,"Leave"
"1450","SC486754","Children's home","London","London","Redbridge","Voluntary",4,2017-12-05,"Leave"
"1451","SC488406","Children's home","West Midlands","West Midlands","Wolverhampton","Private",3,2018-03-21,"Leave"
"1452","SC488710","Children's home","West Midlands","West Midlands","Telford and Wrekin","Private",2,2017-11-01,"Leave"
"1453","SC490025","Children's home","South East","South East","Slough","Private",4,2018-03-26,"Leave"
"1454","1241564","Children's home","London","London","Bexley","Private",10,2018-01-08,"Leave"
"1455","1249118","Children's home","West Midlands","West Midlands","Staffordshire","Private",1,2018-02-15,"Leave"
"1456","1256365","Children's home","North West","North West","Cheshire East","Private",4,2017-10-20,"Leave"
"1457","1252757","Children's home","South East","South East","Surrey","Health Authority",5,2017-11-30,"Leave"
"1458","1256408","Children's home","North East, Yorkshire and The Humber","Yorkshire and The Humber","Kirklees","Private",1,2017-10-25,"Leave"
